Path,Line Coverage,Function Coverage,Region Coverage
src/medovecot/src/lib/ostream.c,0.00% (0/547),0.00% (0/65),0.00% (0/612)
src/medovecot/src/lib/ostream.h,0.00% (0/4),0.00% (0/1),0.00% (0/1)
src/medovecot/src/lib/pkcs5.c,0.00% (0/55),0.00% (0/3),0.00% (0/36)
src/medovecot/src/lib/primes.c,0.00% (0/8),0.00% (0/1),0.00% (0/9)
src/medovecot/src/lib/printf-format-fix.c,46.34% (57/123),66.67% (4/6),49.51% (51/103)
src/medovecot/src/lib/priorityq.c,0.00% (0/101),0.00% (0/12),0.00% (0/133)
src/medovecot/src/lib/process-title.c,0.00% (0/100),0.00% (0/7),0.00% (0/108)
src/medovecot/src/lib/rand.c,0.00% (0/12),0.00% (0/2),0.00% (0/14)
src/medovecot/src/lib/randgen.c,56.98% (49/86),60.00% (3/5),52.38% (55/105)
src/medovecot/src/lib/restrict-access.c,0.00% (0/367),0.00% (0/22),0.00% (0/362)
src/medovecot/src/lib/safe-memset.c,0.00% (0/9),0.00% (0/1),0.00% (0/6)
src/medovecot/src/lib/sendfile-util.c,0.00% (0/25),0.00% (0/1),0.00% (0/38)
src/medovecot/src/lib/sha1.c,0.00% (0/157),0.00% (0/9),0.00% (0/154)
src/medovecot/src/lib/sha2.c,0.00% (0/288),0.00% (0/24),0.00% (0/198)
src/medovecot/src/lib/sha3.c,0.00% (0/148),0.00% (0/14),0.00% (0/159)
src/medovecot/src/lib/sleep.c,0.00% (0/46),0.00% (0/7),0.00% (0/27)
src/medovecot/src/lib/str.c,38.95% (37/95),28.57% (4/14),33.33% (30/90)
src/medovecot/src/lib/str.h,41.94% (13/31),40.00% (4/10),50.00% (6/12)
src/medovecot/src/lib/strescape.c,0.00% (0/248),0.00% (0/14),0.00% (0/195)
src/medovecot/src/lib/strescape.h,0.00% (0/3),0.00% (0/1),0.00% (0/1)
src/medovecot/src/lib/strfuncs.c,3.37% (20/594),3.23% (2/62),3.66% (21/573)
src/medovecot/src/lib/strfuncs.h,0.00% (0/7),0.00% (0/2),0.00% (0/2)
src/medovecot/src/lib/strnum.c,0.00% (0/298),0.00% (0/28),0.00% (0/288)
src/medovecot/src/lib/time-util.c,2.46% (3/122),8.33% (1/12),1.67% (2/120)
src/medovecot/src/lib/time-util.h,0.00% (0/49),0.00% (0/7),0.00% (0/33)
src/medovecot/src/lib/unichar.c,0.00% (0/315),0.00% (0/24),0.00% (0/342)
src/medovecot/src/lib/unichar.h,0.00% (0/25),0.00% (0/4),0.00% (0/18)
src/medovecot/src/lib/var-expand-if.c,0.00% (0/200),0.00% (0/3),0.00% (0/205)
src/medovecot/src/lib/var-expand.c,2.98% (18/604),3.70% (1/27),2.58% (13/504)
src/medovecot/src/lib/var-expand.h,0.00% (0/7),0.00% (0/1),0.00% (0/10)
src/medovecot/src/lib/wildcard-match.c,0.00% (0/68),0.00% (0/3),0.00% (0/69)
src/medovecot/src/lib/wildcard-match.h,0.00% (0/3),0.00% (0/1),0.00% (0/2)
src/medovecot/src/lib/write-full.c,0.00% (0/32),0.00% (0/2),0.00% (0/37)
Totals,5.75% (955/16609),7.82% (105/1342),6.35% (1088/17123)
